Exposure_Condition,Group_Comparison,Timepoint,BioSpyder_Identifier,Gene_Symbol,Mean_Expression_Count,padj,log2FC,"Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 1.5
(i.e., log2FC of 0.5849)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2
(i.e., log2FC of 1)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2.5
(i.e., log2FC of 1.3219)?"
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp11c_65000,Atp11c,346.176,3.65E-02,-0.8046,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp2c1_31875,Atp2c1,34.818,8.66E-02,-0.6748,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp2c1_67665,Atp2c1,189.198,3.77E-02,-0.6070,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp5d_79142,Atp5d,564.501,6.39E-03,0.5958,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp6ap2_71366,Atp6ap2,331.674,4.68E-03,-0.6900,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp6v0d1_30182,Atp6v0d1,18.952,2.16E-02,1.0218,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp6v0d2_76694,Atp6v0d2,157.836,8.40E-02,-1.2870,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atp6v1e1_75186,Atp6v1e1,926.240,1.13E-04,-0.8600,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atrx_69745,Atrx,697.952,3.34E-02,-0.6914,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atrx_71898,Atrx,539.807,4.17E-03,-0.9047,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Atxn7_63612,Atxn7,21.884,6.42E-02,0.8943,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,AU021092_61815,AU021092,650.902,1.32E-04,-1.2597,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,AW554918_57114,AW554918,178.423,1.98E-03,-1.1126,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Azi2_74043,Azi2,455.202,4.10E-03,-0.6648,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,B230219D22Rik_82003,B230219D22Rik,564.949,1.09E-02,-0.5920,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,B3galnt1_58116,B3galnt1,41.503,9.53E-02,-0.7947,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,B4galt1_31884,B4galt1,147.515,9.63E-03,0.6566,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,B4galt4_78044,B4galt4,75.895,7.14E-03,-0.7771,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,B4galt6_60896,B4galt6,220.907,9.54E-03,-0.9439,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bahd1_60909,Bahd1,20.069,7.86E-02,0.8202,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bax_29957,Bax,29.503,9.82E-02,0.6340,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Baz1a_71698,Baz1a,30.064,1.51E-02,-1.1130,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bbs12_55805,Bbs12,162.334,4.54E-02,-0.6693,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bbs4_69293,Bbs4,154.408,1.51E-02,-0.6934,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bbs9_73654,Bbs9,141.921,1.01E-02,-0.7650,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bbs9_80055,Bbs9,78.710,2.99E-02,-0.7245,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,BC005561_62508,BC005561,90.306,2.20E-02,-0.7072,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,BC034090_75366,BC034090,84.282,2.62E-02,0.7230,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bcl2l13_73159,Bcl2l13,182.897,2.98E-02,-0.7403,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bcl3_75627,Bcl3,18.507,4.19E-03,1.5639,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bclaf3_73661,Bclaf3,103.847,2.47E-02,-0.7791,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bdkrb2_54168,Bdkrb2,10.461,4.96E-03,1.7761,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bdnf_30168,Bdnf,182.865,8.17E-02,-0.8055,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bhlhe41_56554,Bhlhe41,174.371,5.46E-03,-0.8842,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bicdl1_68180,Bicdl1,96.098,6.38E-02,-0.8295,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bloc1s2_30208,Bloc1s2,118.354,3.94E-02,-0.7919,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bloc1s4_59772,Bloc1s4,115.239,1.33E-03,0.8964,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Blvra_32257,Blvra,56.914,9.15E-02,-0.7320,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bmi1_72407,Bmi1,589.775,2.00E-02,-0.6613,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bmp3_61617,Bmp3,85.461,2.42E-02,0.7301,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bmpr2_57284,Bmpr2,2976.714,2.59E-03,-0.9066,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bms1_62151,Bms1,426.945,7.92E-03,-0.6251,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bmx_54224,Bmx,62.112,1.69E-02,-0.9234,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bnc1_57800,Bnc1,60.786,1.53E-02,-1.4768,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bnip3_64039,Bnip3,484.873,1.56E-03,-0.9583,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bnip3l_76380,Bnip3l,5033.074,1.21E-03,-0.6291,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Boc_59714,Boc,74.334,1.22E-02,0.6236,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bpgm_30927,Bpgm,668.590,6.28E-02,-0.8651,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bphl_31284,Bphl,368.276,6.48E-02,-0.7822,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Brms1l_68210,Brms1l,44.525,4.67E-02,-1.1016,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Brwd3_65474,Brwd3,36.891,9.52E-03,-0.9214,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Btbd8_63355,Btbd8,63.667,4.89E-02,-0.6574,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Btbd8_77683,Btbd8,30.909,1.37E-02,-0.9859,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Btbd9_60652,Btbd9,13.891,1.86E-02,-1.7731,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Bud23_73849,Bud23,38.117,6.70E-02,0.6659,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C1galt1_60779,C1galt1,714.735,6.41E-05,-0.9892,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C1galt1c1_55227,C1galt1c1,537.424,8.66E-03,-0.8407,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C1qbp_63448,C1qbp,613.705,1.14E-03,0.6411,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C2_63618,C2,87.310,3.45E-02,-1.4774,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C2_73108,C2,223.002,1.74E-02,-1.3044,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C3_67498,C3,2439.572,2.75E-02,-0.7536,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,C330018D20Rik_61234,C330018D20Rik,63.914,1.51E-02,-0.8211,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cachd1_59806,Cachd1,22.883,5.94E-02,0.7688,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cacng7_59342,Cacng7,13.510,8.57E-02,1.3439,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cactin_81982,Cactin,39.266,5.77E-03,0.9044,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cacybp_75528,Cacybp,1384.423,7.98E-02,-0.6451,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Calcb_60189,Calcb,16.065,9.39E-02,-1.4275,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Calr_69204,Calr,981.140,1.37E-02,-0.6845,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Camkk2_77379,Camkk2,46.820,3.07E-02,0.7532,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Capn7_57372,Capn7,184.796,1.77E-02,-0.6469,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Capns1_74461,Capns1,2287.432,4.47E-05,-0.8067,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Capza1_78776,Capza1,633.567,8.44E-03,-0.7051,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Car3_29855,Car3,24.541,9.15E-02,1.7774,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Carf_78712,Carf,42.687,1.79E-02,-0.9726,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Casd1_68385,Casd1,251.278,5.22E-03,-0.7160,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Caskin2_76683,Caskin2,67.904,7.61E-02,0.6674,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Casp1_31578,Casp1,51.844,4.44E-02,-0.7884,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Casp3_73920,Casp3,149.753,4.80E-03,-0.6355,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cavin2_67438,Cavin2,561.989,1.40E-02,-0.6682,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cbfa2t3_64038,Cbfa2t3,309.338,4.65E-02,0.6013,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cblb_77165,Cblb,41.770,9.65E-03,0.7819,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccar2_56823,Ccar2,42.661,9.00E-02,0.6556,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccbe1_58191,Ccbe1,44.215,5.02E-02,0.7664,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc115_63047,Ccdc115,28.255,2.34E-02,0.9538,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc129_69576,Ccdc129,202.473,2.64E-02,-1.0177,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc141_67923,Ccdc141,759.778,2.99E-02,-0.6230,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc186_58520,Ccdc186,82.392,6.58E-03,-1.2854,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc28a_69492,Ccdc28a,72.203,1.34E-02,-0.6414,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc39_66441,Ccdc39,133.664,5.15E-02,-0.9085,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc43_73740,Ccdc43,51.337,5.96E-03,0.8634,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc86_31577,Ccdc86,31.200,1.63E-02,1.0449,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc88a_76169,Ccdc88a,452.992,6.31E-06,-1.0851,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc91_76018,Ccdc91,76.355,3.94E-02,-0.7563,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccdc91_81912,Ccdc91,55.800,1.42E-02,-0.7923,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccl6_74906,Ccl6,1679.556,9.23E-02,-1.1729,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccnc_29197,Ccnc,61.109,9.09E-02,-0.7376,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccnc_32038,Ccnc,214.143,7.23E-03,-0.8108,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccnd1_31337,Ccnd1,236.983,2.17E-03,1.0414,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccnd1_80514,Ccnd1,153.303,1.48E-02,0.8711,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccnd3_68992,Ccnd3,70.382,3.02E-02,0.7848,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccr2_31936,Ccr2,301.955,7.89E-02,-0.6523,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccr7_30148,Ccr7,13.527,4.06E-02,-1.3192,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ccs_54000,Ccs,83.465,1.12E-02,0.6858,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cct4_64321,Cct4,604.581,1.16E-03,-0.8540,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cct4_67514,Cct4,1326.864,8.19E-03,-0.7349,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd151_79323,Cd151,136.435,8.21E-03,0.6388,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd180_66798,Cd180,28.635,5.72E-02,-0.9795,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd36_30859,Cd36,949.721,6.12E-02,-0.8129,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd44_63780,Cd44,556.125,8.03E-02,-0.6221,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd53_55827,Cd53,473.528,7.11E-02,-0.6764,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd55_81896,Cd55,198.088,2.81E-02,-0.8231,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cd84_76867,Cd84,325.522,9.37E-02,-0.6093,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdc27_58942,Cdc27,372.252,1.03E-04,-1.0777,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdc42bpa_77597,Cdc42bpa,1015.857,7.81E-03,-0.6366,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdc42ep4_76649,Cdc42ep4,183.452,3.70E-02,0.7332,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdca4_78850,Cdca4,17.109,9.62E-02,-1.0595,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdh11_58269,Cdh11,1047.845,9.02E-02,-0.6119,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdk19_29897,Cdk19,385.154,3.89E-03,-0.6205,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdk5rap2_70953,Cdk5rap2,17.048,4.88E-03,-1.3025,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdkl3_65370,Cdkl3,72.167,4.37E-02,-0.7697,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdon_64083,Cdon,28.098,1.23E-02,-1.2869,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdon_76475,Cdon,66.073,2.32E-02,-1.0163,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdr2_58483,Cdr2,435.726,2.21E-04,-1.0693,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cdv3_67452,Cdv3,175.352,2.21E-02,-0.7300,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cenpu_72392,Cenpu,51.850,2.28E-02,-0.8804,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cep19_54367,Cep19,36.632,8.14E-02,0.7062,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cep290_73798,Cep290,378.674,7.86E-03,-0.6215,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cep44_64451,Cep44,253.781,4.83E-03,-0.8480,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cerk_69028,Cerk,46.426,7.80E-02,0.7494,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cetn2_67324,Cetn2,91.036,3.96E-02,-0.8562,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cetn3_71431,Cetn3,625.578,5.31E-02,-0.6527,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cfap299_54572,Cfap299,132.822,5.65E-02,-0.8517,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cfap36_79612,Cfap36,301.221,4.88E-03,-0.7466,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cfap36_80438,Cfap36,163.223,1.47E-02,-0.7603,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cfhr2_77124,Cfhr2,560.852,4.25E-03,-1.1263,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cherp_29646,Cherp,51.915,6.66E-02,0.6462,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chic2_70914,Chic2,216.154,1.33E-03,-0.9202,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chil3_30648,Chil3,2354.050,4.88E-03,-1.5978,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chil3_66072,Chil3,1969.658,1.48E-02,-1.4957,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chka_72169,Chka,158.753,4.11E-02,-0.6570,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chm_54071,Chm,196.108,4.25E-03,-1.0992,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chml_61332,Chml,65.064,6.57E-02,-1.0378,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chpf2_56605,Chpf2,61.157,5.12E-03,0.8823,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chpt1_73742,Chpt1,137.630,2.82E-03,-1.2596,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chpt1_78785,Chpt1,293.571,2.88E-04,-1.4626,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Chrm3_58094,Chrm3,32.402,7.72E-02,-0.9648,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cib2_58114,Cib2,14.884,9.52E-02,-0.9965,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cic_68510,Cic,36.547,1.82E-03,1.1147,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ciita_54048,Ciita,190.153,2.63E-02,0.9393,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cish_64362,Cish,60.616,1.16E-02,0.9078,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cish_80422,Cish,88.556,1.40E-02,0.7299,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cklf_66245,Cklf,61.795,5.18E-03,-1.1407,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ckm_31031,Ckm,2952.639,3.65E-02,1.3730,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ckm_65514,Ckm,4818.602,2.75E-02,1.5672,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ckmt1_63689,Ckmt1,246.407,1.51E-02,0.7555,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ckmt2_30858,Ckmt2,6237.515,8.89E-02,1.3245,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cldn15_60727,Cldn15,20.977,9.61E-02,-1.2703,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cldn23_70383,Cldn23,31.422,5.57E-02,-0.8684,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clec10a_77584,Clec10a,37.661,7.28E-02,0.8465,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clec4a3_69343,Clec4a3,121.035,2.86E-02,-0.9589,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clec4a3_71201,Clec4a3,46.357,4.44E-02,-1.0843,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clec7a_54593,Clec7a,212.743,6.98E-02,-1.0322,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clic3_73042,Clic3,1069.164,1.42E-02,0.6948,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clip1_61747,Clip1,794.967,1.36E-04,-0.6286,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clip3_75703,Clip3,25.420,8.20E-02,0.9636,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Clmp_66603,Clmp,222.418,9.15E-02,-0.6008,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cmah_76900,Cmah,17.309,2.50E-02,-1.1561,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cmip_64980,Cmip,73.760,4.68E-02,0.6758,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cmpk1_69402,Cmpk1,177.923,1.43E-02,-1.2084,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cmtm8_73979,Cmtm8,45.312,3.52E-02,0.7555,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cnep1r1_69264,Cnep1r1,550.792,6.57E-03,-0.9145,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cnot10_66712,Cnot10,636.799,9.74E-03,-0.6367,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cnot6_74982,Cnot6,1282.625,3.18E-04,-0.8823,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cnot7_77176,Cnot7,168.147,1.53E-02,-0.8133,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cntln_70542,Cntln,112.457,1.61E-02,-0.5965,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col18a1_69135,Col18a1,30.098,4.68E-02,1.1522,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col18a1_78364,Col18a1,55.774,5.11E-02,0.8900,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col3a1_72032,Col3a1,558.858,9.84E-02,0.7541,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col4a1_70476,Col4a1,1004.511,1.91E-02,0.8211,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col4a2_63373,Col4a2,269.962,4.27E-02,0.9441,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col5a1_64844,Col5a1,137.268,3.63E-02,0.7686,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col5a2_31305,Col5a2,452.003,1.84E-02,-0.7703,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col6a2_29638,Col6a2,244.615,5.20E-02,0.6259,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Col8a1_63510,Col8a1,25.493,3.37E-02,1.0491,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Commd1_63466,Commd1,1298.573,2.24E-04,-1.0184,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Copa_80308,Copa,265.774,3.31E-02,-0.8233,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Cops5_29173,Cops5,1202.694,1.11E-02,-0.6695,Yes,No,No
